"lat","lon","date"
51.4321403503418,-3.18057990074158,"21-07-2025"
51.4320678710938,-3.18046998977661,"21-07-2025"
51.4319381713867,-3.18009996414185,"21-07-2025"
51.4318084716797,-3.17957997322083,"21-07-2025"
51.4317893981934,-3.17952990531921,"21-07-2025"
51.4317283630371,-3.17949986457825,"21-07-2025"
51.4316673278809,-3.17951989173889,"21-07-2025"
51.4314994812012,-3.17962980270386,"21-07-2025"
51.4313583374023,-3.17962980270386,"21-07-2025"
51.431209564209,-3.17968988418579,"21-07-2025"
51.4307594299316,-3.18003988265991,"21-07-2025"
51.4305801391602,-3.18025994300842,"21-07-2025"
51.4305076599121,-3.18029999732971,"21-07-2025"
51.4304580688477,-3.18027997016907,"21-07-2025"
51.4304389953613,-3.1802499294281,"21-07-2025"
51.4303092956543,-3.18001985549927,"21-07-2025"
51.4301376342773,-3.17966985702515,"21-07-2025"
51.4300193786621,-3.17932987213135,"21-07-2025"
51.4299697875977,-3.17927980422974,"21-07-2025"
51.4299278259277,-3.17928981781006,"21-07-2025"
51.4298400878906,-3.17933988571167,"21-07-2025"
51.4296684265137,-3.17949986457825,"21-07-2025"
51.4291305541992,-3.17988991737366,"21-07-2025"
51.429027557373,-3.17985987663269,"21-07-2025"
51.4289588928223,-3.17979001998901,"21-07-2025"
51.4289283752441,-3.17978000640869,"21-07-2025"
51.4288597106934,-3.17980980873108,"21-07-2025"
51.4287796020508,-3.17991995811462,"21-07-2025"
51.4287071228027,-3.18008995056152,"21-07-2025"
51.428638458252,-3.18013000488281,"21-07-2025"
51.4286003112793,-3.18018984794617,"21-07-2025"
51.4282569885254,-3.18106985092163,"21-07-2025"
51.4280395507812,-3.18157982826233,"21-07-2025"
51.4277381896973,-3.18235993385315,"21-07-2025"
51.4276390075684,-3.18272995948792,"21-07-2025"
51.4275093078613,-3.18303990364075,"21-07-2025"
51.4274673461914,-3.18324995040894,"21-07-2025"
51.4274673461914,-3.1833598613739,"21-07-2025"
51.427547454834,-3.18349003791809,"21-07-2025"
51.4277687072754,-3.18366003036499,"21-07-2025"
51.4280776977539,-3.18397998809814,"21-07-2025"
51.428409576416,-3.18422985076904,"21-07-2025"
51.4285278320312,-3.18434000015259,"21-07-2025"
51.4285774230957,-3.18436002731323,"21-07-2025"
51.4285774230957,-3.1843798160553,"21-07-2025"
51.4285697937012,-3.18439984321594,"21-07-2025"
51.4285278320312,-3.18442988395691,"21-07-2025"
51.4284782409668,-3.18441987037659,"21-07-2025"
51.4283599853516,-3.18434000015259,"21-07-2025"
51.4283180236816,-3.18436002731323,"21-07-2025"
51.4281578063965,-3.18471002578735,"21-07-2025"
51.4279479980469,-3.18526983261108,"21-07-2025"
51.4278373718262,-3.18567991256714,"21-07-2025"
51.4277191162109,-3.18593001365662,"21-07-2025"
51.427547454834,-3.18637990951538,"21-07-2025"
51.4273986816406,-3.18695998191833,"21-07-2025"
51.4272384643555,-3.18747997283936,"21-07-2025"
51.4271583557129,-3.18768000602722,"21-07-2025"
51.427059173584,-3.1878399848938,"21-07-2025"
51.4270286560059,-3.18796992301941,"21-07-2025"
51.4270172119141,-3.18819999694824,"21-07-2025"
51.4270172119141,-3.18827986717224,"21-07-2025"
51.4270973205566,-3.18835997581482,"21-07-2025"
51.4275703430176,-3.1885199546814,"21-07-2025"
51.4277191162109,-3.18870997428894,"21-07-2025"
51.4278602600098,-3.18881988525391,"21-07-2025"
51.4279174804688,-3.18889999389648,"21-07-2025"
51.427978515625,-3.18901991844177,"21-07-2025"
51.4280471801758,-3.18927001953125,"21-07-2025"
51.4281692504883,-3.18981981277466,"21-07-2025"
51.4282875061035,-3.19018983840942,"21-07-2025"
51.4283790588379,-3.19036984443665,"21-07-2025"
51.4285774230957,-3.19052982330322,"21-07-2025"
51.4286079406738,-3.19059991836548,"21-07-2025"
51.4285583496094,-3.19087982177734,"21-07-2025"
51.428539276123,-3.1912899017334,"21-07-2025"
51.4285087585449,-3.19140982627869,"21-07-2025"
51.428466796875,-3.1914598941803,"21-07-2025"
51.4284172058105,-3.19149994850159,"21-07-2025"
51.4283294677734,-3.19152998924255,"21-07-2025"
51.4281997680664,-3.19150996208191,"21-07-2025"
51.4280586242676,-3.19151997566223,"21-07-2025"
51.4279403686523,-3.19156002998352,"21-07-2025"
51.4277381896973,-3.19165992736816,"21-07-2025"
51.4274787902832,-3.19186997413635,"21-07-2025"
51.427318572998,-3.19203996658325,"21-07-2025"
51.4272575378418,-3.19211983680725,"21-07-2025"
51.4272079467773,-3.19225001335144,"21-07-2025"
51.4270477294922,-3.19244003295898,"21-07-2025"
51.4268569946289,-3.19262981414795,"21-07-2025"
51.426700592041,-3.19272994995117,"21-07-2025"
51.4266395568848,-3.19282984733582,"21-07-2025"
51.4265480041504,-3.19304990768433,"21-07-2025"
51.4264678955078,-3.19333982467651,"21-07-2025"
51.4264488220215,-3.19360995292664,"21-07-2025"
51.4263801574707,-3.19373989105225,"21-07-2025"
51.4263572692871,-3.19383001327515,"21-07-2025"
51.4263572692871,-3.19394993782043,"21-07-2025"
51.4263191223145,-3.19441986083984,"21-07-2025"
51.4264297485352,-3.1944899559021,"21-07-2025"
51.4265670776367,-3.19455003738403,"21-07-2025"
51.4266471862793,-3.19461989402771,"21-07-2025"
51.4268569946289,-3.1949098110199,"21-07-2025"
51.4270172119141,-3.19523000717163,"21-07-2025"
51.4270401000977,-3.19535994529724,"21-07-2025"
51.4270286560059,-3.19539999961853,"21-07-2025"
51.4269599914551,-3.19548988342285,"21-07-2025"
51.4268569946289,-3.19569993019104,"21-07-2025"
51.4267768859863,-3.19564986228943,"21-07-2025"
51.4264373779297,-3.19554996490479,"21-07-2025"
51.4263496398926,-3.1955099105835,"21-07-2025"
51.4262084960938,-3.19542002677917,"21-07-2025"
51.4259376525879,-3.19524002075195,"21-07-2025"
51.4257278442383,-3.19512987136841,"21-07-2025"
51.425479888916,-3.19493985176086,"21-07-2025"
51.425048828125,-3.194739818573,"21-07-2025"
51.424747467041,-3.19454002380371,"21-07-2025"
51.4245491027832,-3.19437980651855,"21-07-2025"
51.4244003295898,-3.19429993629456,"21-07-2025"
51.4241905212402,-3.19413995742798,"21-07-2025"
51.4237785339355,-3.19389986991882,"21-07-2025"
51.4235572814941,-3.19373989105225,"21-07-2025"
51.4235305786133,-3.19373989105225,"21-07-2025"
51.4231185913086,-3.19352984428406,"21-07-2025"
51.4224891662598,-3.19305992126465,"21-07-2025"
51.4219779968262,-3.19274997711182,"21-07-2025"
51.4217681884766,-3.19256997108459,"21-07-2025"
51.4211196899414,-3.19225001335144,"21-07-2025"
51.4207878112793,-3.191969871521,"21-07-2025"
51.4200172424316,-3.19150996208191,"21-07-2025"
51.4196281433105,-3.19119000434875,"21-07-2025"
51.4193496704102,-3.19103980064392,"21-07-2025"
51.4192085266113,-3.19093990325928,"21-07-2025"
51.419059753418,-3.19087982177734,"21-07-2025"
51.418888092041,-3.19078993797302,"21-07-2025"
51.4186172485352,-3.19059991836548,"21-07-2025"
51.4184875488281,-3.19046998023987,"21-07-2025"
51.4181976318359,-3.19021987915039,"21-07-2025"
51.4180374145508,-3.19001984596252,"21-07-2025"
51.4178199768066,-3.18980002403259,"21-07-2025"
51.4173393249512,-3.18935990333557,"21-07-2025"
51.4171676635742,-3.18924999237061,"21-07-2025"
51.4166793823242,-3.18878984451294,"21-07-2025"
51.4165687561035,-3.18864989280701,"21-07-2025"
51.4164505004883,-3.18852996826172,"21-07-2025"
51.416259765625,-3.18829989433289,"21-07-2025"
51.416130065918,-3.18818998336792,"21-07-2025"
51.4158477783203,-3.18788981437683,"21-07-2025"
51.4154472351074,-3.18752980232239,"21-07-2025"
51.4150085449219,-3.18707990646362,"21-07-2025"
51.4145698547363,-3.18667984008789,"21-07-2025"
51.4141387939453,-3.18620991706848,"21-07-2025"
51.4139175415039,-3.18602991104126,"21-07-2025"
51.4134674072266,-3.18559002876282,"21-07-2025"
51.4131774902344,-3.18538999557495,"21-07-2025"
51.4128074645996,-3.18523001670837,"21-07-2025"
51.41259765625,-3.18516993522644,"21-07-2025"
51.4125175476074,-3.18515992164612,"21-07-2025"
51.4123878479004,-3.18519997596741,"21-07-2025"
51.4123382568359,-3.18522000312805,"21-07-2025"
51.4123191833496,-3.18527984619141,"21-07-2025"
51.4124984741211,-3.18522000312805,"21-07-2025"
51.4126281738281,-3.18520998954773,"21-07-2025"
51.4127388000488,-3.18523001670837,"21-07-2025"
51.413028717041,-3.18530988693237,"21-07-2025"
51.4132385253906,-3.18542003631592,"21-07-2025"
51.4137268066406,-3.18580985069275,"21-07-2025"
51.4138984680176,-3.18596982955933,"21-07-2025"
51.4140396118164,-3.1861298084259,"21-07-2025"
51.4141693115234,-3.18620991706848,"21-07-2025"
51.4145584106445,-3.18661999702454,"21-07-2025"
51.4150772094727,-3.18703985214233,"21-07-2025"
51.4151992797852,-3.18721985816956,"21-07-2025"
51.415397644043,-3.18744993209839,"21-07-2025"
51.4155578613281,-3.18760991096497,"21-07-2025"
51.4159088134766,-3.1879198551178,"21-07-2025"
51.4161605834961,-3.18823003768921,"21-07-2025"
51.4163475036621,-3.18839001655579,"21-07-2025"
51.4168891906738,-3.18895983695984,"21-07-2025"
51.4172286987305,-3.18924999237061,"21-07-2025"
51.4174003601074,-3.18936991691589,"21-07-2025"
51.417407989502,-3.18940997123718,"21-07-2025"
51.4175071716309,-3.18947982788086,"21-07-2025"
51.417610168457,-3.18957996368408,"21-07-2025"
51.4178276062012,-3.18973994255066,"21-07-2025"
51.4181671142578,-3.19014000892639,"21-07-2025"
51.4183883666992,-3.19031000137329,"21-07-2025"
51.4184989929199,-3.1904399394989,"21-07-2025"
51.4187278747559,-3.19064998626709,"21-07-2025"
51.4188385009766,-3.19071984291077,"21-07-2025"
51.4192695617676,-3.19102001190186,"21-07-2025"
51.4195671081543,-3.19116997718811,"21-07-2025"
51.419620513916,-3.1912100315094,"21-07-2025"
51.4196395874023,-3.19124984741211,"21-07-2025"
51.4198799133301,-3.19146990776062,"21-07-2025"
51.4200668334961,-3.19159984588623,"21-07-2025"
51.4205474853516,-3.19182991981506,"21-07-2025"
51.4209175109863,-3.19212985038757,"21-07-2025"
51.4212303161621,-3.19228982925415,"21-07-2025"
51.4213485717773,-3.19238996505737,"21-07-2025"
51.4214172363281,-3.19244003295898,"21-07-2025"
51.4222297668457,-3.19287991523743,"21-07-2025"
51.4222793579102,-3.19293999671936,"21-07-2025"
51.422420501709,-3.19302988052368,"21-07-2025"
51.4225692749023,-3.19307994842529,"21-07-2025"
51.4230575561523,-3.19349002838135,"21-07-2025"
51.4235191345215,-3.19372987747192,"21-07-2025"
51.4237289428711,-3.19386982917786,"21-07-2025"
51.4241600036621,-3.19408988952637,"21-07-2025"
51.4246788024902,-3.19442987442017,"21-07-2025"
51.4251403808594,-3.19476985931396,"21-07-2025"
51.4256477355957,-3.19505000114441,"21-07-2025"
51.4259376525879,-3.19526982307434,"21-07-2025"
51.4261474609375,-3.19539999961853,"21-07-2025"
51.4264984130859,-3.19558000564575,"21-07-2025"
51.4267692565918,-3.1956799030304,"21-07-2025"
51.4269981384277,-3.19542980194092,"21-07-2025"
51.4270095825195,-3.19528985023499,"21-07-2025"
51.426830291748,-3.19490003585815,"21-07-2025"
51.4267082214355,-3.19468998908997,"21-07-2025"
51.4265480041504,-3.1945698261261,"21-07-2025"
51.4264183044434,-3.19450998306274,"21-07-2025"
51.4263687133789,-3.19447994232178,"21-07-2025"
51.4263305664062,-3.19442987442017,"21-07-2025"
51.4263191223145,-3.19436001777649,"21-07-2025"
51.4263305664062,-3.19435000419617,"21-07-2025"
51.4263572692871,-3.19389986991882,"21-07-2025"
51.4264488220215,-3.19365000724792,"21-07-2025"
51.4264869689941,-3.19332003593445,"21-07-2025"
51.4265670776367,-3.19301986694336,"21-07-2025"
51.4266090393066,-3.19288992881775,"21-07-2025"
51.4266777038574,-3.19278001785278,"21-07-2025"
51.4268188476562,-3.19267988204956,"21-07-2025"
51.4269371032715,-3.19250988960266,"21-07-2025"
51.4272079467773,-3.19221997261047,"21-07-2025"
51.4273300170898,-3.19204998016357,"21-07-2025"
51.4277572631836,-3.19161987304688,"21-07-2025"
51.4279098510742,-3.19152998924255,"21-07-2025"
51.4280204772949,-3.19151997566223,"21-07-2025"
51.4282073974609,-3.1915500164032,"21-07-2025"
51.4283485412598,-3.19154000282288,"21-07-2025"
51.4284286499023,-3.19149994850159,"21-07-2025"
51.4284591674805,-3.19144988059998,"21-07-2025"
51.4284973144531,-3.19132995605469,"21-07-2025"
51.4285087585449,-3.19106984138489,"21-07-2025"
51.4287300109863,-3.18980002403259,"21-07-2025"
51.4287605285645,-3.18973994255066,"21-07-2025"
51.4287796020508,-3.18945980072021,"21-07-2025"
51.4289894104004,-3.18840003013611,"21-07-2025"
51.4292678833008,-3.18718981742859,"21-07-2025"
51.4295768737793,-3.18603992462158,"21-07-2025"
51.4297676086426,-3.18552994728088,"21-07-2025"
51.4298286437988,-3.18530988693237,"21-07-2025"
51.429817199707,-3.18523001670837,"21-07-2025"
51.4297790527344,-3.18515992164612,"21-07-2025"
51.4295501708984,-3.18503999710083,"21-07-2025"
51.4293975830078,-3.1849799156189,"21-07-2025"
51.4293174743652,-3.18478989601135,"21-07-2025"
51.4291687011719,-3.18466997146606,"21-07-2025"
51.4290580749512,-3.1846399307251,"21-07-2025"
51.4288368225098,-3.18452000617981,"21-07-2025"
51.4287872314453,-3.1844699382782,"21-07-2025"
51.4287071228027,-3.18434000015259,"21-07-2025"
51.4284477233887,-3.18419003486633,"21-07-2025"
51.4283485412598,-3.18408989906311,"21-07-2025"
51.4282073974609,-3.18400001525879,"21-07-2025"
51.4279479980469,-3.18374991416931,"21-07-2025"
51.427677154541,-3.18354988098145,"21-07-2025"
51.427490234375,-3.18334984779358,"21-07-2025"
51.4274673461914,-3.18325996398926,"21-07-2025"
51.427490234375,-3.18313002586365,"21-07-2025"
51.4276885986328,-3.1825098991394,"21-07-2025"
51.4279098510742,-3.18195986747742,"21-07-2025"
51.4280204772949,-3.18165993690491,"21-07-2025"
51.4283790588379,-3.18080997467041,"21-07-2025"
51.428539276123,-3.18037986755371,"21-07-2025"
51.4286079406738,-3.18021988868713,"21-07-2025"
51.4287071228027,-3.1800799369812,"21-07-2025"
51.4287872314453,-3.17988991737366,"21-07-2025"
51.4288291931152,-3.1798198223114,"21-07-2025"
51.4288597106934,-3.1798198223114,"21-07-2025"
51.4290199279785,-3.17989993095398,"21-07-2025"
51.4291000366211,-3.17988991737366,"21-07-2025"
51.4293174743652,-3.17976999282837,"21-07-2025"
51.4294471740723,-3.17965984344482,"21-07-2025"
51.4295883178711,-3.17958998680115,"21-07-2025"
51.4297485351562,-3.17945981025696,"21-07-2025"
51.4297904968262,-3.1793999671936,"21-07-2025"
51.4299087524414,-3.17929983139038,"21-07-2025"
51.4300498962402,-3.17945981025696,"21-07-2025"
51.4303588867188,-3.18005990982056,"21-07-2025"
51.4304084777832,-3.18020987510681,"21-07-2025"
51.4304695129395,-3.18028998374939,"21-07-2025"
51.4305000305176,-3.18029999732971,"21-07-2025"
51.4305191040039,-3.18029999732971,"21-07-2025"
51.4307670593262,-3.18001985549927,"21-07-2025"
51.431037902832,-3.17984986305237,"21-07-2025"
51.4313278198242,-3.17962002754211,"21-07-2025"
51.4314270019531,-3.17965984344482,"21-07-2025"
51.431468963623,-3.17965984344482,"21-07-2025"
51.4316177368164,-3.17951989173889,"21-07-2025"
51.4316673278809,-3.17949986457825,"21-07-2025"
51.4318389892578,-3.17963981628418,"21-07-2025"
51.4319381713867,-3.17976999282837,"21-07-2025"
51.4320068359375,-3.17996001243591,"21-07-2025"
51.4321594238281,-3.1805899143219,"21-07-2025"
51.4322090148926,-3.18068981170654,"21-07-2025"
51.4322395324707,-3.18070983886719,"21-07-2025"
51.4322891235352,-3.18070983886719,"21-07-2025"
51.4325790405273,-3.18045997619629,"21-07-2025"
51.4330101013184,-3.17999982833862,"21-07-2025"
51.4330368041992,-3.17999982833862,"21-07-2025"
51.4332084655762,-3.17986989021301,"21-07-2025"
51.4333877563477,-3.17961001396179,"21-07-2025"
51.4338989257812,-3.17899990081787,"21-07-2025"
51.4339790344238,-3.17886996269226,"21-07-2025"
51.4385871887207,-3.17362999916077,"21-07-2025"
51.4385604858398,-3.17365980148315,"21-07-2025"
51.4384384155273,-3.17371988296509,"21-07-2025"
51.438346862793,-3.17373991012573,"21-07-2025"
51.4382095336914,-3.17371988296509,"21-07-2025"
51.438159942627,-3.17371988296509,"21-07-2025"
51.4378890991211,-3.17364001274109,"21-07-2025"
51.4377479553223,-3.17352986335754,"21-07-2025"
51.4376487731934,-3.17348003387451,"21-07-2025"
51.4373168945312,-3.17343997955322,"21-07-2025"
51.4369277954102,-3.17358994483948,"21-07-2025"
51.4367904663086,-3.17365980148315,"21-07-2025"
51.4364280700684,-3.17389988899231,"21-07-2025"
51.4364204406738,-3.17392992973328,"21-07-2025"
51.4364395141602,-3.17419981956482,"21-07-2025"
51.4363479614258,-3.17440986633301,"21-07-2025"
51.4362487792969,-3.1747899055481,"21-07-2025"
51.436149597168,-3.17536997795105,"21-07-2025"
51.4360389709473,-3.17545986175537,"21-07-2025"
51.4357986450195,-3.17557001113892,"21-07-2025"
51.4357490539551,-3.17555999755859,"21-07-2025"
51.4356880187988,-3.17559003829956,"21-07-2025"
51.4355278015137,-3.17582988739014,"21-07-2025"
51.4354095458984,-3.17604994773865,"21-07-2025"
51.4353485107422,-3.1761999130249,"21-07-2025"
51.4353485107422,-3.17625999450684,"21-07-2025"
51.4353103637695,-3.17637991905212,"21-07-2025"
51.4351577758789,-3.17667984962463,"21-07-2025"
51.4348602294922,-3.17743992805481,"21-07-2025"
51.4344482421875,-3.17818999290466,"21-07-2025"
51.4342002868652,-3.17857003211975,"21-07-2025"
51.4338569641113,-3.17901992797852,"21-07-2025"
51.4337692260742,-3.17917990684509,"21-07-2025"
51.4336471557617,-3.1793098449707,"21-07-2025"
51.433406829834,-3.17962002754211,"21-07-2025"
51.4332504272461,-3.17979001998901,"21-07-2025"
51.4331398010254,-3.17986989021301,"21-07-2025"
51.433048248291,-3.17999982833862,"21-07-2025"
51.4328002929688,-3.18020987510681,"21-07-2025"
51.4326095581055,-3.18039989471436,"21-07-2025"
51.4323883056641,-3.18066000938416,"21-07-2025"
51.4323387145996,-3.18069982528687,"21-07-2025"
51.4322891235352,-3.18070983886719,"21-07-2025"
51.4322280883789,-3.1806800365448,"21-07-2025"
51.4321403503418,-3.18057990074158,"21-07-2025"
51.4320678710938,-3.18046998977661,"21-07-2025"
51.4319381713867,-3.18009996414185,"21-07-2025"
51.4318084716797,-3.17957997322083,"21-07-2025"
51.4317893981934,-3.17952990531921,"21-07-2025"
51.4317283630371,-3.17949986457825,"21-07-2025"
51.4316673278809,-3.17951989173889,"21-07-2025"
51.4314994812012,-3.17962980270386,"21-07-2025"
51.4313583374023,-3.17962980270386,"21-07-2025"
51.431209564209,-3.17968988418579,"21-07-2025"
51.4307594299316,-3.18003988265991,"21-07-2025"
51.4305801391602,-3.18025994300842,"21-07-2025"
51.4305076599121,-3.18029999732971,"21-07-2025"
51.4304580688477,-3.18027997016907,"21-07-2025"
51.4304389953613,-3.1802499294281,"21-07-2025"
51.4303092956543,-3.18001985549927,"21-07-2025"
51.4301376342773,-3.17966985702515,"21-07-2025"
51.4300193786621,-3.17932987213135,"21-07-2025"
51.4299697875977,-3.17927980422974,"21-07-2025"
51.4299278259277,-3.17928981781006,"21-07-2025"
51.4298400878906,-3.17933988571167,"21-07-2025"
51.4296684265137,-3.17949986457825,"21-07-2025"
51.4291305541992,-3.17988991737366,"21-07-2025"
51.429027557373,-3.17985987663269,"21-07-2025"
51.4289588928223,-3.17979001998901,"21-07-2025"
51.4289283752441,-3.17978000640869,"21-07-2025"
51.4288597106934,-3.17980980873108,"21-07-2025"
51.4287796020508,-3.17991995811462,"21-07-2025"
51.4287071228027,-3.18008995056152,"21-07-2025"
51.428638458252,-3.18013000488281,"21-07-2025"
51.4286003112793,-3.18018984794617,"21-07-2025"
51.4282569885254,-3.18106985092163,"21-07-2025"
51.4280395507812,-3.18157982826233,"21-07-2025"
51.4277381896973,-3.18235993385315,"21-07-2025"
51.4276390075684,-3.18272995948792,"21-07-2025"
51.4275093078613,-3.18303990364075,"21-07-2025"
51.4274673461914,-3.18324995040894,"21-07-2025"
51.4274673461914,-3.1833598613739,"21-07-2025"
51.427547454834,-3.18349003791809,"21-07-2025"
51.4277687072754,-3.18366003036499,"21-07-2025"
51.4280776977539,-3.18397998809814,"21-07-2025"
51.428409576416,-3.18422985076904,"21-07-2025"
51.4285278320312,-3.18434000015259,"21-07-2025"
51.4285774230957,-3.18436002731323,"21-07-2025"
51.4285774230957,-3.1843798160553,"21-07-2025"
51.4285697937012,-3.18439984321594,"21-07-2025"
51.4285278320312,-3.18442988395691,"21-07-2025"
51.4284782409668,-3.18441987037659,"21-07-2025"
51.4283599853516,-3.18434000015259,"21-07-2025"
51.4283180236816,-3.18436002731323,"21-07-2025"
51.4281578063965,-3.18471002578735,"21-07-2025"
51.4279479980469,-3.18526983261108,"21-07-2025"
51.4278373718262,-3.18567991256714,"21-07-2025"
51.4277191162109,-3.18593001365662,"21-07-2025"
51.427547454834,-3.18637990951538,"21-07-2025"
51.4273986816406,-3.18695998191833,"21-07-2025"
51.4272384643555,-3.18747997283936,"21-07-2025"
51.4271583557129,-3.18768000602722,"21-07-2025"
51.427059173584,-3.1878399848938,"21-07-2025"
51.4270286560059,-3.18796992301941,"21-07-2025"
51.4270172119141,-3.18819999694824,"21-07-2025"
51.4270172119141,-3.18827986717224,"21-07-2025"
51.4270973205566,-3.18835997581482,"21-07-2025"
51.4275703430176,-3.1885199546814,"21-07-2025"
51.4277191162109,-3.18870997428894,"21-07-2025"
51.4278602600098,-3.18881988525391,"21-07-2025"
51.4279174804688,-3.18889999389648,"21-07-2025"
51.427978515625,-3.18901991844177,"21-07-2025"
51.4280471801758,-3.18927001953125,"21-07-2025"
51.4281692504883,-3.18981981277466,"21-07-2025"
51.4282875061035,-3.19018983840942,"21-07-2025"
51.4283790588379,-3.19036984443665,"21-07-2025"
51.4285774230957,-3.19052982330322,"21-07-2025"
51.4286079406738,-3.19059991836548,"21-07-2025"
51.4285583496094,-3.19087982177734,"21-07-2025"
51.428539276123,-3.1912899017334,"21-07-2025"
51.4285087585449,-3.19140982627869,"21-07-2025"
51.428466796875,-3.1914598941803,"21-07-2025"
51.4284172058105,-3.19149994850159,"21-07-2025"
51.4283294677734,-3.19152998924255,"21-07-2025"
51.4281997680664,-3.19150996208191,"21-07-2025"
51.4280586242676,-3.19151997566223,"21-07-2025"
51.4279403686523,-3.19156002998352,"21-07-2025"
51.4277381896973,-3.19165992736816,"21-07-2025"
51.4274787902832,-3.19186997413635,"21-07-2025"
51.427318572998,-3.19203996658325,"21-07-2025"
51.4272575378418,-3.19211983680725,"21-07-2025"
51.4272079467773,-3.19225001335144,"21-07-2025"
51.4270477294922,-3.19244003295898,"21-07-2025"
51.4268569946289,-3.19262981414795,"21-07-2025"
51.426700592041,-3.19272994995117,"21-07-2025"
51.4266395568848,-3.19282984733582,"21-07-2025"
51.4265480041504,-3.19304990768433,"21-07-2025"
51.4264678955078,-3.19333982467651,"21-07-2025"
51.4264488220215,-3.19360995292664,"21-07-2025"
51.4263801574707,-3.19373989105225,"21-07-2025"
51.4263572692871,-3.19383001327515,"21-07-2025"
51.4263572692871,-3.19394993782043,"21-07-2025"
51.4263191223145,-3.19441986083984,"21-07-2025"
51.4264297485352,-3.1944899559021,"21-07-2025"
51.4265670776367,-3.19455003738403,"21-07-2025"
51.4266471862793,-3.19461989402771,"21-07-2025"
51.4268569946289,-3.1949098110199,"21-07-2025"
51.4270172119141,-3.19523000717163,"21-07-2025"
51.4270401000977,-3.19535994529724,"21-07-2025"
51.4270286560059,-3.19539999961853,"21-07-2025"
51.4269599914551,-3.19548988342285,"21-07-2025"
51.4268569946289,-3.19569993019104,"21-07-2025"
51.4267768859863,-3.19564986228943,"21-07-2025"
51.4264373779297,-3.19554996490479,"21-07-2025"
51.4263496398926,-3.1955099105835,"21-07-2025"
51.4262084960938,-3.19542002677917,"21-07-2025"
51.4259376525879,-3.19524002075195,"21-07-2025"
51.4257278442383,-3.19512987136841,"21-07-2025"
51.425479888916,-3.19493985176086,"21-07-2025"
51.425048828125,-3.194739818573,"21-07-2025"
51.424747467041,-3.19454002380371,"21-07-2025"
51.4245491027832,-3.19437980651855,"21-07-2025"
51.4244003295898,-3.19429993629456,"21-07-2025"
51.4241905212402,-3.19413995742798,"21-07-2025"
51.4237785339355,-3.19389986991882,"21-07-2025"
51.4235572814941,-3.19373989105225,"21-07-2025"
51.4235305786133,-3.19373989105225,"21-07-2025"
51.4231185913086,-3.19352984428406,"21-07-2025"
51.4224891662598,-3.19305992126465,"21-07-2025"
51.4219779968262,-3.19274997711182,"21-07-2025"
51.4217681884766,-3.19256997108459,"21-07-2025"
51.4211196899414,-3.19225001335144,"21-07-2025"
51.4207878112793,-3.191969871521,"21-07-2025"
51.4200172424316,-3.19150996208191,"21-07-2025"
51.4196281433105,-3.19119000434875,"21-07-2025"
51.4193496704102,-3.19103980064392,"21-07-2025"
51.4192085266113,-3.19093990325928,"21-07-2025"
51.419059753418,-3.19087982177734,"21-07-2025"
51.418888092041,-3.19078993797302,"21-07-2025"
51.4186172485352,-3.19059991836548,"21-07-2025"
